op_name, stream_id, start_time(ms), duration(ms)
Default/TransData-op198,2,1794822637.405000,0.081
Default/Pad-op227,2,1794822720.025000,0.17
Default/StridedSlice-op228,2,1794822720.515000,0.113
Default/Add-op229,2,1794822720.744000,0.055
Default/StridedSlice-op230,2,1794822721.068000,0.104
Default/Pad-op231,2,1794822852.611000,0.19
Default/Cast-op238,2,1794822853.180000,0.056
Default/TransData-op234,2,1794822853.323000,0.286
Default/Cast-op237,2,1794822853.697000,0.093
Default/Conv2D-op233,2,1794822853.878000,0.083
Default/TransData-op240,2,1794822854.093000,0.049
Default/Cast-op196,2,1794822858.071000,0.056
Default/TransData-op191,2,1794822858.213000,0.056
Default/Cast-op195,2,1794822858.361000,0.049
Default/Conv2DBackpropInput-op190,2,1794822858.501000,0.05
Default/Cast-op194,2,1794822858.646000,0.047
Default/TransData-op198,2,1794822858.826000,0.082
Default/Pad-op241,2,1794822942.821000,0.162
Default/StridedSlice-op242,2,1794822943.308000,0.107
Default/Add-op243,2,1794822943.535000,0.048
Default/StridedSlice-op244,2,1794822943.859000,0.1
Default/Pad-op245,2,1794823074.463000,0.175
Default/Cast-op252,2,1794823075.012000,0.054
Default/TransData-op248,2,1794823075.156000,0.289
Default/Cast-op251,2,1794823075.542000,0.092
Default/Conv2D-op247,2,1794823075.726000,0.084
Default/TransData-op254,2,1794823075.939000,0.05
Default/Cast-op196,2,1794823079.821000,0.052
Default/TransData-op191,2,1794823079.988000,0.061
Default/Cast-op195,2,1794823080.146000,0.054
Default/Conv2DBackpropInput-op190,2,1794823080.289000,0.047
Default/Cast-op194,2,1794823080.430000,0.058
Default/TransData-op198,2,1794823080.623000,0.083
Default/Pad-op255,2,1794823162.271000,0.134
Default/StridedSlice-op256,2,1794823162.706000,0.105
Default/Add-op257,2,1794823162.923000,0.048
Default/StridedSlice-op258,2,1794823163.229000,0.096
Default/Pad-op259,2,1794823429.212000,0.222
Default/Cast-op266,2,1794823429.876000,0.059
Default/TransData-op262,2,1794823430.037000,0.308
Default/Cast-op265,2,1794823430.439000,0.103
Default/Conv2D-op261,2,1794823430.638000,0.093
Default/TransData-op268,2,1794823430.871000,0.053
Default/Cast-op196,2,1794823435.203000,0.054
Default/TransData-op191,2,1794823435.343000,0.058
Default/Cast-op195,2,1794823435.492000,0.052
Default/Conv2DBackpropInput-op190,2,1794823435.632000,0.051
Default/Cast-op194,2,1794823435.776000,0.047
Default/TransData-op198,2,1794823435.956000,0.08
Default/Pad-op269,2,1794823519.188000,0.224
Default/StridedSlice-op270,2,1794823520.016000,0.11
Default/Add-op271,2,1794823520.256000,0.053
Default/StridedSlice-op272,2,1794823520.574000,0.094
Default/StridedSlice-op273,2,1794823662.722000,0.147
Default/Pad-op274,2,1794823662.982000,0.088
Default/Cast-op281,2,1794823663.404000,0.06
Default/TransData-op277,2,1794823663.553000,0.288
Default/Cast-op280,2,1794823663.937000,0.093
Default/Conv2D-op276,2,1794823664.122000,0.108
Default/TransData-op283,2,1794823664.362000,0.093
Default/Cast-op291,2,1794823829.614000,0.073
Default/TransData-op286,2,1794823829.776000,0.135
Default/Cast-op290,2,1794823830.092000,0.145
Default/Conv2DBackpropInput-op285,2,1794823830.342000,0.133
Default/Cast-op289,2,1794823830.577000,0.092
Default/TransData-op293,2,1794823830.806000,0.121
Default/Pad-op294,2,1794823831.080000,0.09
Default/StridedSlice-op295,2,1794823831.438000,0.105
Default/Add-op296,2,1794823831.654000,0.047
Default/StridedSlice-op297,2,1794823831.951000,0.095
Default/StridedSlice-op298,2,1794823973.490000,0.172
Default/Pad-op299,2,1794823973.775000,0.091
Default/Cast-op306,2,1794823974.198000,0.056
Default/TransData-op302,2,1794823974.348000,0.283
Default/Cast-op305,2,1794823974.719000,0.09
Default/Conv2D-op301,2,1794823974.894000,0.087
Default/TransData-op308,2,1794823975.109000,0.047
Default/Cast-op291,2,1794823979.158000,0.054
Default/TransData-op286,2,1794823979.298000,0.069
Default/Cast-op290,2,1794823979.461000,0.045
Default/Conv2DBackpropInput-op285,2,1794823979.591000,0.046
Default/Cast-op289,2,1794823979.727000,0.052
Default/TransData-op293,2,1794823979.909000,0.08
Default/Pad-op309,2,1794824064.293000,0.195
Default/StridedSlice-op310,2,1794824064.807000,0.124
Default/Add-op311,2,1794824065.045000,0.052
Default/StridedSlice-op312,2,1794824065.347000,0.103
Default/StridedSlice-op313,2,1794824206.565000,0.169
Default/Pad-op314,2,1794824206.847000,0.087
Default/Cast-op321,2,1794824207.259000,0.062
Default/TransData-op317,2,1794824207.408000,0.287
Default/Cast-op320,2,1794824207.783000,0.144
Default/Conv2D-op316,2,1794824208.014000,0.087
Default/TransData-op323,2,1794824208.224000,0.048
Default/Cast-op291,2,1794824212.355000,0.044
Default/TransData-op286,2,1794824212.486000,0.059
Default/Cast-op290,2,1794824212.633000,0.05
Default/Conv2DBackpropInput-op285,2,1794824212.768000,0.046
Default/Cast-op289,2,1794824212.904000,0.047
Default/TransData-op293,2,1794824213.085000,0.083
Default/Pad-op324,2,1794824297.167000,0.212
Default/StridedSlice-op325,2,1794824297.703000,0.108
Default/Add-op326,2,1794824297.921000,0.05
Default/StridedSlice-op327,2,1794824298.219000,0.097
Default/StridedSlice-op328,2,1794824439.663000,0.169
Default/Pad-op329,2,1794824439.949000,0.089
Default/Cast-op336,2,1794824440.372000,0.054
Default/TransData-op332,2,1794824440.511000,0.287
Default/Cast-op335,2,1794824440.884000,0.092
Default/Conv2D-op331,2,1794824441.060000,0.084
Default/TransData-op338,2,1794824441.280000,0.053
Default/Cast-op291,2,1794824445.460000,0.05
Default/TransData-op286,2,1794824445.597000,0.06
Default/Cast-op290,2,1794824445.747000,0.047
Default/Conv2DBackpropInput-op285,2,1794824445.877000,0.05
Default/Cast-op289,2,1794824446.023000,0.069
Default/TransData-op293,2,1794824446.221000,0.084
Default/Pad-op339,2,1794824530.168000,0.195
Default/StridedSlice-op340,2,1794824530.695000,0.104
Default/Add-op341,2,1794824530.912000,0.052
Default/StridedSlice-op342,2,1794824531.222000,0.091
Default/StridedSlice-op343,2,1794824675.594000,0.17
Default/Pad-op344,2,1794824675.881000,0.094
Default/Cast-op351,2,1794824676.312000,0.057
Default/TransData-op347,2,1794824676.456000,0.286
Default/Cast-op350,2,1794824676.838000,0.091
Default/Conv2D-op346,2,1794824677.015000,0.084
Default/TransData-op353,2,1794824677.224000,0.048
Default/Cast-op291,2,1794824681.417000,0.065
Default/TransData-op286,2,1794824681.566000,0.058
Default/Cast-op290,2,1794824681.716000,0.072
Default/Conv2DBackpropInput-op285,2,1794824681.875000,0.048
Default/Cast-op289,2,1794824682.014000,0.047
Default/TransData-op293,2,1794824682.193000,0.083
Default/Pad-op354,2,1794824766.147000,0.19
Default/StridedSlice-op355,2,1794824766.655000,0.105
Default/Add-op356,2,1794824766.881000,0.056
Default/StridedSlice-op357,2,1794824767.179000,0.096
Default/StridedSlice-op358,2,1794824907.993000,0.177
Default/Pad-op359,2,1794824908.289000,0.097
Default/Cast-op366,2,1794824908.720000,0.053
Default/TransData-op362,2,1794824908.860000,0.291
Default/Cast-op365,2,1794824909.241000,0.095
Default/Conv2D-op361,2,1794824909.427000,0.094
Default/TransData-op368,2,1794824909.646000,0.049
Default/Cast-op291,2,1794824913.742000,0.077
Default/TransData-op286,2,1794824913.909000,0.063
Default/Cast-op290,2,1794824914.068000,0.052
Default/Conv2DBackpropInput-op285,2,1794824914.210000,0.05
Default/Cast-op289,2,1794824914.354000,0.054
Default/TransData-op293,2,1794824914.540000,0.088
Default/Pad-op369,2,1794824997.364000,0.188
Default/StridedSlice-op370,2,1794824997.869000,0.107
Default/Add-op371,2,1794824998.088000,0.049
Default/StridedSlice-op372,2,1794824998.387000,0.099
Default/StridedSlice-op373,2,1794825130.167000,0.279
Default/Pad-op374,2,1794825130.574000,0.107
Default/Cast-op381,2,1794825131.029000,0.055
Default/TransData-op377,2,1794825131.176000,0.248
Default/Cast-op380,2,1794825131.523000,0.053
Default/Conv2D-op376,2,1794825131.664000,0.048
Default/TransData-op383,2,1794825131.841000,0.074
Default/Cast-op291,2,1794825136.088000,0.057
Default/TransData-op286,2,1794825136.232000,0.06
Default/Cast-op290,2,1794825136.382000,0.054
Default/Conv2DBackpropInput-op285,2,1794825136.525000,0.051
Default/Cast-op289,2,1794825136.671000,0.05
Default/TransData-op293,2,1794825136.859000,0.097
Default/Pad-op384,2,1794825220.445000,0.185
Default/StridedSlice-op385,2,1794825220.955000,0.104
Default/Add-op386,2,1794825221.173000,0.051
Default/StridedSlice-op387,2,1794825221.481000,0.1
Default/StridedSlice-op388,2,1794825352.391000,0.168
Default/Pad-op389,2,1794825352.676000,0.1
Default/Cast-op396,2,1794825353.104000,0.056
Default/TransData-op392,2,1794825353.245000,0.244
Default/Cast-op395,2,1794825353.579000,0.069
Default/Conv2D-op391,2,1794825353.739000,0.049
Default/TransData-op398,2,1794825353.908000,0.051
Default/Cast-op291,2,1794825357.800000,0.06
Default/TransData-op286,2,1794825357.948000,0.056
Default/Cast-op290,2,1794825358.096000,0.047
Default/Conv2DBackpropInput-op285,2,1794825358.229000,0.065
Default/Cast-op289,2,1794825358.388000,0.054
Default/TransData-op293,2,1794825358.576000,0.085
Default/Pad-op399,2,1794825439.039000,0.152
Default/StridedSlice-op400,2,1794825439.472000,0.107
Default/Add-op401,2,1794825439.691000,0.051
Default/StridedSlice-op402,2,1794825439.988000,0.108
Default/StridedSlice-op403,2,1794825568.028000,0.159
Default/Pad-op404,2,1794825568.301000,0.103
Default/Cast-op411,2,1794825568.739000,0.07
Default/TransData-op407,2,1794825568.901000,0.246
Default/Cast-op410,2,1794825569.237000,0.053
Default/Conv2D-op406,2,1794825569.376000,0.047
Default/TransData-op413,2,1794825569.544000,0.058
Default/Cast-op291,2,1794825573.490000,0.052
Default/TransData-op286,2,1794825573.627000,0.07
Default/Cast-op290,2,1794825573.789000,0.049
Default/Conv2DBackpropInput-op285,2,1794825573.924000,0.044
Default/Cast-op289,2,1794825574.058000,0.048
Default/TransData-op293,2,1794825574.236000,0.084
Default/Pad-op414,2,1794825656.379000,0.166
Default/StridedSlice-op415,2,1794825656.860000,0.129
Default/Add-op416,2,1794825657.103000,0.051
Default/StridedSlice-op417,2,1794825657.408000,0.112
Default/StridedSlice-op418,2,1794825787.387000,0.159
Default/Pad-op419,2,1794825787.663000,0.114
Default/Cast-op426,2,1794825788.108000,0.059
Default/TransData-op422,2,1794825788.254000,0.246
Default/Cast-op425,2,1794825788.591000,0.057
Default/Conv2D-op421,2,1794825788.737000,0.049
Default/TransData-op428,2,1794825788.910000,0.049
Default/Cast-op291,2,1794825792.878000,0.057
Default/TransData-op286,2,1794825793.025000,0.059
Default/Cast-op290,2,1794825793.179000,0.054
Default/Conv2DBackpropInput-op285,2,1794825793.320000,0.054
Default/Cast-op289,2,1794825793.471000,0.053
Default/TransData-op293,2,1794825793.655000,0.085
Default/Pad-op429,2,1794825872.682000,0.134
Default/StridedSlice-op430,2,1794825873.100000,0.06
Default/Add-op431,2,1794825873.269000,0.052
Default/StridedSlice-op432,2,1794825873.572000,0.099
Default/StridedSlice-op433,2,1794826001.921000,0.488
Default/Pad-op434,2,1794826002.527000,0.106
Default/Cast-op441,2,1794826002.970000,0.06
Default/TransData-op437,2,1794826003.119000,0.249
Default/Cast-op440,2,1794826003.460000,0.054
Default/Conv2D-op436,2,1794826003.603000,0.068
Default/TransData-op443,2,1794826003.794000,0.047
Default/Cast-op291,2,1794826007.688000,0.058
Default/TransData-op286,2,1794826007.838000,0.059
Default/Cast-op290,2,1794826007.990000,0.048
Default/Conv2DBackpropInput-op285,2,1794826008.126000,0.052
Default/Cast-op289,2,1794826008.271000,0.07
Default/TransData-op293,2,1794826008.477000,0.099
Default/Pad-op444,2,1794826087.990000,0.179
Default/StridedSlice-op445,2,1794826088.465000,0.061
Default/Add-op446,2,1794826088.634000,0.05
Default/StridedSlice-op447,2,1794826088.964000,0.097
Default/StridedSlice-op448,2,1794826217.660000,0.158
Default/Pad-op449,2,1794826217.935000,0.099
Default/Cast-op456,2,1794826218.357000,0.053
Default/TransData-op452,2,1794826218.502000,0.259
Default/Cast-op455,2,1794826218.849000,0.051
Default/Conv2D-op451,2,1794826218.988000,0.045
Default/TransData-op458,2,1794826219.156000,0.046
Default/Cast-op291,2,1794826223.030000,0.059
Default/TransData-op286,2,1794826223.176000,0.057
Default/Cast-op290,2,1794826223.341000,0.053
Default/Conv2DBackpropInput-op285,2,1794826223.484000,0.046
Default/Cast-op289,2,1794826223.624000,0.052
Default/TransData-op293,2,1794826223.809000,0.082
Default/Pad-op459,2,1794826302.967000,0.146
Default/StridedSlice-op460,2,1794826303.397000,0.081
Default/Add-op461,2,1794826303.590000,0.051
Default/StridedSlice-op462,2,1794826303.894000,0.102
Default/StridedSlice-op463,2,1794826433.559000,0.159
Default/Pad-op464,2,1794826433.838000,0.101
Default/Cast-op471,2,1794826434.275000,0.051
Default/TransData-op467,2,1794826434.413000,0.245
Default/Cast-op470,2,1794826434.750000,0.047
Default/Conv2D-op466,2,1794826434.885000,0.047
Default/TransData-op473,2,1794826435.057000,0.045
Default/Cast-op291,2,1794826438.953000,0.055
Default/TransData-op286,2,1794826439.096000,0.061
Default/Cast-op290,2,1794826439.248000,0.048
Default/Conv2DBackpropInput-op285,2,1794826439.385000,0.05
Default/Cast-op289,2,1794826439.531000,0.055
Default/TransData-op293,2,1794826439.719000,0.083
Default/Pad-op474,2,1794826551.649000,0.301
Default/StridedSlice-op475,2,1794826552.428000,0.117
Default/Add-op476,2,1794826552.681000,0.056
Default/RealDiv-op478,2,1794826553.074000,0.108
Default/UniformReal-op479,2,1794826553.525000,0.276
Default/Greater-op480,2,1794826553.969000,0.1
Default/RealDiv-op478,2,1794826561.450000,0.069
Default/UniformReal-op481,2,1794826638.261000,0.226
Default/Greater-op482,2,1794826638.782000,0.072
Default/StridedSlice-op483,2,1794826717.232000,0.232
Default/UniformReal-op484,2,1794826717.797000,0.158
Default/Greater-op485,2,1794826718.142000,0.064
Default/Mul-op129,2,1794826720.633000,0.088
Default/Abs-op130,2,1794826720.849000,0.05
Default/Cast-op165,2,1794826721.858000,0.053
Default/Cast-op165,2,1794826722.098000,0.051
Default/Abs-op134,2,1794826722.276000,0.05
Default/Abs-op134,2,1794826722.486000,0.051
Default/GreaterEqual-op135,2,1794826722.663000,0.047
Default/Cast-op151,2,1794826723.100000,0.078
Default/Identity-op157,2,1794826723.895000,0.373
Default/Identity-op157,2,1794826724.518000,0.251
Default/Identity-op157,2,1794826725.006000,0.224
Default/Cast-op158,2,1794826725.394000,0.195
Default/Select-op159,2,1794826725.791000,0.06
Default/Cast-op151,2,1794826726.019000,0.08
Default/Identity-op157,2,1794826726.442000,0.27
Default/Identity-op157,2,1794826726.950000,0.256
Default/Identity-op157,2,1794826727.396000,0.225
Default/Cast-op158,2,1794826727.738000,0.148
Default/Select-op159,2,1794826728.022000,0.059
Default/Cast-op165,2,1794826728.275000,0.125
Default/Equal-op150,2,1794826728.574000,0.057
Default/Cast-op151,2,1794826728.759000,0.05
Default/Identity-op157,2,1794826729.193000,0.223
Default/Identity-op157,2,1794826729.608000,0.248
Default/Identity-op157,2,1794826730.103000,0.228
Default/Cast-op158,2,1794826730.454000,0.157
Default/Select-op159,2,1794826730.762000,0.06
Default/RealDiv-op160,2,1794826730.975000,0.092
Default/Floor-op161,2,1794826731.195000,0.051
Default/Mul-op162,2,1794826731.375000,0.053
Default/Sub-op163,2,1794826731.561000,0.056
Default/ReduceSum-op164,2,1794826731.812000,0.169
Default/Cast-op165,2,1794826732.113000,0.047
Default/Greater-op166,2,1794826732.284000,0.051
Default/RealDiv-op160,2,1794826733.891000,0.09
Default/Floor-op161,2,1794826734.111000,0.046
Default/Mul-op162,2,1794826734.279000,0.051
Default/Sub-op163,2,1794826734.449000,0.051
Default/Cast-op165,2,1794826734.620000,0.07
Default/Equal-op150,2,1794826734.819000,0.05
Default/Cast-op151,2,1794826734.988000,0.047
Default/Identity-op157,2,1794826735.240000,0.258
Default/Identity-op157,2,1794826735.744000,0.206
Default/Identity-op157,2,1794826736.147000,0.189
Default/Cast-op158,2,1794826736.454000,0.167
Default/Select-op159,2,1794826736.761000,0.058
Default/Cast-op151,2,1794826736.958000,0.052
Default/Identity-op157,2,1794826737.367000,0.174
Default/Identity-op157,2,1794826737.734000,0.205
Default/Identity-op157,2,1794826738.130000,0.202
Default/Cast-op158,2,1794826738.446000,0.145
Default/Select-op159,2,1794826738.725000,0.06
Default/ReduceSum-op164,2,1794826738.962000,0.107
Default/Cast-op165,2,1794826739.195000,0.052
Default/Greater-op166,2,1794826739.375000,0.054
Default/RealDiv-op160,2,1794826740.513000,0.06
Default/Floor-op161,2,1794826740.696000,0.07
Default/Mul-op162,2,1794826740.892000,0.051
Default/Sub-op163,2,1794826741.078000,0.055
Default/Cast-op165,2,1794826741.261000,0.051
Default/Equal-op150,2,1794826741.440000,0.048
Default/Cast-op151,2,1794826741.607000,0.049
Default/Identity-op157,2,1794826741.988000,0.185
Default/Identity-op157,2,1794826742.369000,0.211
Default/Identity-op157,2,1794826742.821000,0.175
Default/Cast-op158,2,1794826743.158000,0.135
Default/Select-op159,2,1794826743.435000,0.06
Default/Cast-op151,2,1794826743.688000,0.052
Default/Identity-op157,2,1794826744.102000,0.171
Default/Identity-op157,2,1794826744.486000,0.184
Default/Identity-op157,2,1794826744.918000,0.189
Default/Cast-op158,2,1794826745.291000,0.141
Default/Select-op159,2,1794826745.575000,0.06
Default/ReduceSum-op164,2,1794826745.808000,0.089
Default/Cast-op165,2,1794826746.016000,0.073
Default/Greater-op166,2,1794826746.214000,0.049
Default/Cast-op168,2,1794826747.501000,0.065
Default/FloorDiv-op170,2,1794826747.717000,0.052
Default/FloorDiv-op170,2,1794826747.949000,0.049
Default/Mul-op171,2,1794826748.234000,0.051
Default/LessEqual-op172,2,1794826748.475000,0.075
Default/FloorDiv-op170,2,1794826749.265000,0.063
Default/FloorDiv-op170,2,1794826749.527000,0.051
Default/Mul-op173,2,1794826749.708000,0.053
Default/Equal-op174,2,1794826749.885000,0.05
Default/Sub-op175,2,1794826750.625000,0.061
Default/Add-op176,2,1794826750.907000,0.079
Default/StridedSlice-op178,2,1794826752.482000,0.062
Default/Pad-op179,2,1794826754.610000,0.073
Default/Cast-op186,2,1794826759.355000,0.064
Default/TransData-op182,2,1794826759.515000,0.245
Default/Cast-op185,2,1794826759.893000,0.069
Default/Conv2D-op181,2,1794826760.071000,0.052
Default/TransData-op268,2,1794826760.274000,0.052
Default/Cast-op196,2,1794826764.511000,0.071
Default/TransData-op191,2,1794826764.677000,0.06
Default/Cast-op195,2,1794826764.833000,0.065
Default/Conv2DBackpropInput-op190,2,1794826764.988000,0.048
Default/Cast-op194,2,1794826765.137000,0.053
Default/TransData-op198,2,1794826765.346000,0.089
Default/Pad-op199,2,1794826765.611000,0.051
Default/StridedSlice-op430,2,1794826765.998000,0.056
Default/Add-op201,2,1794826766.646000,0.029
Default/StridedSlice-op202,2,1794826766.859000,0.059
Default/Pad-op203,2,1794826768.433000,0.068
Default/Cast-op210,2,1794826771.737000,0.057
Default/TransData-op206,2,1794826771.889000,0.245
Default/Cast-op209,2,1794826772.233000,0.056
Default/Conv2D-op205,2,1794826772.384000,0.054
Default/TransData-op268,2,1794826772.592000,0.055
Default/Cast-op196,2,1794826776.112000,0.062
Default/TransData-op191,2,1794826776.270000,0.057
Default/Cast-op195,2,1794826776.425000,0.042
Default/Conv2DBackpropInput-op190,2,1794826776.555000,0.048
Default/Cast-op194,2,1794826776.697000,0.064
Default/TransData-op198,2,1794826776.920000,0.083
Default/Pad-op213,2,1794826777.185000,0.053
Default/StridedSlice-op214,2,1794826777.487000,0.061
Default/Add-op476,2,1794826777.718000,0.05
Default/StridedSlice-op216,2,1794826778.031000,0.052
Default/Pad-op217,2,1794826779.531000,0.063
Default/Cast-op224,2,1794826782.828000,0.06
Default/TransData-op220,2,1794826782.983000,0.242
Default/Cast-op223,2,1794826783.323000,0.052
Default/Conv2D-op219,2,1794826783.470000,0.051
Default/TransData-op268,2,1794826783.668000,0.096
Default/Cast-op196,2,1794826787.292000,0.062
Default/TransData-op191,2,1794826787.452000,0.058
Default/Cast-op195,2,1794826787.604000,0.048
Default/Conv2DBackpropInput-op190,2,1794826787.740000,0.048
Default/Cast-op194,2,1794826787.881000,0.048
Default/TransData-op198,2,1794826788.083000,0.084
Default/Pad-op227,2,1794826788.347000,0.084
Default/StridedSlice-op445,2,1794826788.642000,0.059
Default/Add-op476,2,1794826788.841000,0.048
Default/StridedSlice-op230,2,1794826789.124000,0.053
Default/Pad-op231,2,1794826790.727000,0.064
Default/Cast-op238,2,1794826793.866000,0.062
Default/TransData-op234,2,1794826794.030000,0.249
Default/Cast-op237,2,1794826794.381000,0.059
Default/Conv2D-op233,2,1794826794.536000,0.052
Default/TransData-op268,2,1794826794.730000,0.05
Default/Cast-op196,2,1794826798.237000,0.07
Default/TransData-op191,2,1794826798.408000,0.062
Default/Cast-op195,2,1794826798.568000,0.069
Default/Conv2DBackpropInput-op190,2,1794826798.730000,0.05
Default/Cast-op194,2,1794826798.878000,0.05
Default/TransData-op198,2,1794826799.088000,0.082
Default/Pad-op241,2,1794826799.350000,0.056
Default/StridedSlice-op242,2,1794826799.603000,0.058
Default/Add-op476,2,1794826799.802000,0.047
Default/StridedSlice-op244,2,1794826800.180000,0.053
Default/Pad-op245,2,1794826801.737000,0.068
Default/Cast-op252,2,1794826804.873000,0.059
Default/TransData-op248,2,1794826805.027000,0.244
Default/Cast-op251,2,1794826805.368000,0.053
Default/Conv2D-op247,2,1794826805.514000,0.049
Default/TransData-op268,2,1794826805.720000,0.054
Default/Cast-op196,2,1794826809.199000,0.061
Default/TransData-op191,2,1794826809.358000,0.06
Default/Cast-op195,2,1794826809.510000,0.05
Default/Conv2DBackpropInput-op190,2,1794826809.651000,0.046
Default/Cast-op194,2,1794826809.794000,0.067
Default/TransData-op198,2,1794826810.016000,0.083
Default/Pad-op255,2,1794826810.278000,0.066
Default/StridedSlice-op460,2,1794826810.662000,0.057
Default/Add-op476,2,1794826810.864000,0.048
Default/StridedSlice-op258,2,1794826811.151000,0.053
Default/Pad-op259,2,1794826812.654000,0.07
Default/Cast-op266,2,1794826815.886000,0.063
Default/TransData-op262,2,1794826816.043000,0.249
Default/Cast-op265,2,1794826816.391000,0.112
Default/Conv2D-op261,2,1794826816.602000,0.051
Default/TransData-op268,2,1794826816.797000,0.049
Default/Cast-op196,2,1794826820.282000,0.064
Default/TransData-op191,2,1794826820.444000,0.061
Default/Cast-op195,2,1794826820.603000,0.05
Default/Conv2DBackpropInput-op190,2,1794826820.740000,0.048
Default/Cast-op194,2,1794826820.882000,0.052
Default/TransData-op198,2,1794826821.136000,0.087
Default/Pad-op269,2,1794826821.408000,0.074
Default/StridedSlice-op270,2,1794826821.657000,0.057
Default/Add-op476,2,1794826821.871000,0.045
Default/StridedSlice-op272,2,1794826822.154000,0.052
Default/StridedSlice-op273,2,1794826823.347000,0.061
Default/Pad-op274,2,1794826824.134000,0.057
Default/Cast-op281,2,1794826827.302000,0.08
Default/TransData-op277,2,1794826827.479000,0.246
Default/Cast-op280,2,1794826827.820000,0.052
Default/Conv2D-op276,2,1794826827.968000,0.049
Default/TransData-op473,2,1794826828.159000,0.05
Default/Cast-op291,2,1794826831.700000,0.064
Default/TransData-op286,2,1794826831.867000,0.072
Default/Cast-op290,2,1794826832.038000,0.051
Default/Conv2DBackpropInput-op285,2,1794826832.181000,0.046
Default/Cast-op289,2,1794826832.323000,0.052
Default/TransData-op293,2,1794826832.537000,0.085
Default/Pad-op294,2,1794826832.811000,0.055
Default/StridedSlice-op295,2,1794826833.064000,0.056
Default/Add-op476,2,1794826833.290000,0.056
Default/StridedSlice-op297,2,1794826833.570000,0.056
Default/StridedSlice-op298,2,1794826834.694000,0.068
Default/Pad-op299,2,1794826835.501000,0.054
Default/Cast-op306,2,1794826838.759000,0.06
Default/TransData-op302,2,1794826838.917000,0.246
Default/Cast-op305,2,1794826839.272000,0.055
Default/Conv2D-op301,2,1794826839.426000,0.049
Default/TransData-op473,2,1794826839.614000,0.049
Default/Cast-op291,2,1794826843.180000,0.063
Default/TransData-op286,2,1794826843.342000,0.059
Default/Cast-op290,2,1794826843.497000,0.069
Default/Conv2DBackpropInput-op285,2,1794826843.656000,0.049
Default/Cast-op289,2,1794826843.800000,0.052
Default/TransData-op293,2,1794826844.005000,0.082
Default/Pad-op309,2,1794826844.265000,0.052
Default/StridedSlice-op310,2,1794826844.550000,0.056
Default/Add-op476,2,1794826844.753000,0.047
Default/StridedSlice-op312,2,1794826845.075000,0.096
Default/StridedSlice-op313,2,1794826846.248000,0.07
Default/Pad-op314,2,1794826847.066000,0.054
Default/Cast-op321,2,1794826850.529000,0.061
Default/TransData-op317,2,1794826850.686000,0.245
Default/Cast-op320,2,1794826851.029000,0.051
Default/Conv2D-op316,2,1794826851.177000,0.072
Default/TransData-op473,2,1794826851.392000,0.053
Default/Cast-op291,2,1794826854.902000,0.063
Default/TransData-op286,2,1794826855.057000,0.063
Default/Cast-op290,2,1794826855.215000,0.053
Default/Conv2DBackpropInput-op285,2,1794826855.357000,0.049
Default/Cast-op289,2,1794826855.516000,0.055
Default/TransData-op293,2,1794826855.734000,0.084
Default/Pad-op324,2,1794826855.999000,0.054
Default/StridedSlice-op325,2,1794826856.288000,0.054
Default/Add-op476,2,1794826856.506000,0.05
Default/StridedSlice-op327,2,1794826856.788000,0.047
Default/StridedSlice-op328,2,1794826857.905000,0.074
Default/Pad-op329,2,1794826858.712000,0.054
Default/Cast-op336,2,1794826861.954000,0.059
Default/TransData-op332,2,1794826862.114000,0.25
Default/Cast-op335,2,1794826862.462000,0.054
Default/Conv2D-op331,2,1794826862.610000,0.049
Default/TransData-op473,2,1794826862.798000,0.075
Default/Cast-op291,2,1794826866.302000,0.066
Default/TransData-op286,2,1794826866.464000,0.061
Default/Cast-op290,2,1794826866.621000,0.048
Default/Conv2DBackpropInput-op285,2,1794826866.755000,0.046
Default/Cast-op289,2,1794826866.897000,0.05
Default/TransData-op293,2,1794826867.112000,0.076
Default/Pad-op339,2,1794826867.367000,0.057
Default/StridedSlice-op340,2,1794826867.649000,0.056
Default/Add-op476,2,1794826867.849000,0.048
Default/StridedSlice-op342,2,1794826868.140000,0.046
Default/StridedSlice-op343,2,1794826869.265000,0.065
Default/Pad-op344,2,1794826870.089000,0.078
Default/Cast-op351,2,1794826873.373000,0.064
Default/TransData-op347,2,1794826873.537000,0.244
Default/Cast-op350,2,1794826873.878000,0.052
Default/Conv2D-op346,2,1794826874.024000,0.05
Default/TransData-op473,2,1794826874.215000,0.048
Default/Cast-op291,2,1794826877.715000,0.068
Default/TransData-op286,2,1794826877.874000,0.059
Default/Cast-op290,2,1794826878.032000,0.046
Default/Conv2DBackpropInput-op285,2,1794826878.164000,0.047
Default/Cast-op289,2,1794826878.304000,0.117
Default/TransData-op293,2,1794826878.581000,0.084
Default/Pad-op354,2,1794826878.855000,0.058
Default/StridedSlice-op355,2,1794826879.058000,0.055
Default/Add-op476,2,1794826879.255000,0.045
Default/StridedSlice-op357,2,1794826879.520000,0.052
Default/StridedSlice-op358,2,1794826880.634000,0.063
Default/Pad-op359,2,1794826881.447000,0.054
Default/Cast-op471,2,1794826884.779000,0.057
Default/TransData-op467,2,1794826884.937000,0.249
Default/Cast-op470,2,1794826885.285000,0.054
Default/Conv2D-op466,2,1794826885.432000,0.048
Default/TransData-op473,2,1794826885.625000,0.048
Default/Cast-op291,2,1794826889.121000,0.088
Default/TransData-op286,2,1794826889.308000,0.06
Default/Cast-op290,2,1794826889.465000,0.052
