op_name, stream_id, start_time(ms), duration(ms)
Default/Pad-op227,2,1201708202.277000,0.871
Default/StridedSlice-op228,2,1201708206.715000,0.766
Default/Add-op229,2,1201708208.867000,0.054
Default/StridedSlice-op230,2,1201708212.414000,0.728
Default/Pad-op231,2,1201732780.669000,0.938
Default/Cast-op238,2,1201732783.509000,0.067
Default/TransData-op234,2,1201732784.886000,0.789
Default/Cast-op237,2,1201732787.017000,0.709
Default/Conv2D-op233,2,1201732789.094000,0.719
Default/TransData-op240,2,1201732790.897000,0.056
Default/Cast-op196,2,1201732950.581000,0.086
Default/TransData-op191,2,1201732951.679000,0.06
Default/Cast-op195,2,1201732952.765000,0.053
Default/Conv2DBackpropInput-op190,2,1201732953.811000,0.07
Default/Cast-op194,2,1201732954.930000,0.053
Default/TransData-op198,2,1201732956.082000,0.066
Default/Pad-op241,2,1201746795.361000,0.291
Default/StridedSlice-op242,2,1201746798.683000,0.734
Default/Add-op243,2,1201746800.181000,0.059
Default/StridedSlice-op244,2,1201746802.986000,0.413
Default/Pad-op245,2,1201760387.618000,0.973
Default/Cast-op252,2,1201760391.723000,0.062
Default/TransData-op248,2,1201760393.172000,0.499
Default/Cast-op251,2,1201760395.049000,0.745
Default/Conv2D-op247,2,1201760397.143000,0.734
Default/TransData-op254,2,1201760398.980000,0.064
Default/Cast-op196,2,1201760440.232000,0.127
Default/TransData-op191,2,1201760440.538000,0.108
Default/Cast-op195,2,1201760440.812000,0.079
Default/Conv2DBackpropInput-op190,2,1201760441.020000,0.114
Default/Cast-op194,2,1201760441.270000,0.087
Default/TransData-op198,2,1201760441.594000,0.104
Default/Pad-op255,2,1201766923.557000,0.855
Default/StridedSlice-op256,2,1201766927.841000,0.72
Default/Add-op257,2,1201766929.893000,0.061
Default/StridedSlice-op258,2,1201766933.290000,0.415
Default/Pad-op259,2,1201793127.130000,0.943
Default/Cast-op266,2,1201793131.353000,0.072
Default/TransData-op262,2,1201793132.796000,0.82
Default/Cast-op265,2,1201793134.986000,0.736
Default/Conv2D-op261,2,1201793137.091000,0.742
Default/TransData-op268,2,1201793139.293000,0.058
Default/Cast-op196,2,1201793206.938000,0.042
Default/TransData-op191,2,1201793207.783000,0.061
Default/Cast-op195,2,1201793209.297000,0.054
Default/Conv2DBackpropInput-op190,2,1201793210.258000,0.067
Default/Cast-op194,2,1201793211.110000,0.049
Default/TransData-op198,2,1201793212.741000,0.059
Default/Pad-op269,2,1201805564.631000,0.911
Default/StridedSlice-op270,2,1201805566.776000,0.208
Default/Add-op271,2,1201805567.433000,0.076
Default/StridedSlice-op272,2,1201805567.953000,0.155
Default/StridedSlice-op273,2,1201839289.487000,0.61
Default/Pad-op274,2,1201839290.315000,0.724
Default/Cast-op281,2,1201839292.401000,0.06
Default/TransData-op277,2,1201839292.917000,0.796
Default/Cast-op280,2,1201839294.455000,0.654
Default/Conv2D-op276,2,1201839295.854000,0.129
Default/TransData-op283,2,1201839296.470000,0.136
Default/Cast-op291,2,1201877476.176000,0.1
Default/TransData-op286,2,1201877477.611000,0.765
Default/Cast-op290,2,1201877479.710000,0.712
Default/Conv2DBackpropInput-op285,2,1201877481.739000,0.783
Default/Cast-op289,2,1201877483.840000,0.722
Default/TransData-op293,2,1201877485.949000,0.782
Default/Pad-op294,2,1201877487.844000,0.708
Default/StridedSlice-op295,2,1201877491.948000,0.709
Default/Add-op296,2,1201877493.696000,0.05
Default/StridedSlice-op297,2,1201877496.431000,0.757
Default/StridedSlice-op298,2,1201902816.656000,1.336
Default/Pad-op299,2,1201902819.487000,0.729
Default/Cast-op306,2,1201902822.864000,0.087
Default/TransData-op302,2,1201902824.313000,0.765
Default/Cast-op305,2,1201902826.387000,0.729
Default/Conv2D-op301,2,1201902828.424000,0.697
Default/TransData-op308,2,1201902830.444000,0.053
Default/Cast-op291,2,1201903258.653000,0.097
Default/TransData-op286,2,1201903260.123000,0.075
Default/Cast-op290,2,1201903261.273000,0.056
Default/Conv2DBackpropInput-op285,2,1201903262.377000,0.052
Default/Cast-op289,2,1201903263.790000,0.048
Default/TransData-op293,2,1201903265.280000,0.062
Default/Pad-op309,2,1201911364.608000,0.36
Default/StridedSlice-op310,2,1201911367.121000,0.285
Default/Add-op311,2,1201911368.327000,0.053
Default/StridedSlice-op312,2,1201911371.088000,0.408
Default/StridedSlice-op313,2,1201922252.533000,0.482
Default/Pad-op314,2,1201922254.345000,0.708
Default/Cast-op321,2,1201922257.576000,0.065
Default/TransData-op317,2,1201922258.953000,0.777
Default/Cast-op320,2,1201922261.031000,0.757
Default/Conv2D-op316,2,1201922263.092000,0.683
Default/TransData-op323,2,1201922264.833000,0.053
Default/Cast-op291,2,1201922806.667000,0.091
Default/TransData-op286,2,1201922807.554000,0.054
Default/Cast-op290,2,1201922808.404000,0.055
Default/Conv2DBackpropInput-op285,2,1201922809.283000,0.05
Default/Cast-op289,2,1201922810.253000,0.048
Default/TransData-op293,2,1201922811.547000,0.063
Default/Pad-op324,2,1201926664.820000,0.265
Default/StridedSlice-op325,2,1201926665.685000,0.142
Default/Add-op326,2,1201926666.002000,0.084
Default/StridedSlice-op327,2,1201926666.469000,0.143
Default/StridedSlice-op328,2,1201939900.189000,0.82
Default/Pad-op329,2,1201939902.060000,0.414
Default/Cast-op336,2,1201939904.414000,0.056
Default/TransData-op332,2,1201939905.457000,0.764
Default/Cast-op335,2,1201939907.253000,0.694
Default/Conv2D-op331,2,1201939908.967000,0.718
Default/TransData-op338,2,1201939911.053000,0.054
Default/Cast-op291,2,1201940211.856000,0.086
Default/TransData-op286,2,1201940213.255000,0.057
Default/Cast-op290,2,1201940214.653000,0.059
Default/Conv2DBackpropInput-op285,2,1201940215.995000,0.058
Default/Cast-op289,2,1201940217.393000,0.059
Default/TransData-op293,2,1201940218.855000,0.062
Default/Pad-op339,2,1201943099.972000,0.565
Default/StridedSlice-op340,2,1201943102.696000,0.482
Default/Add-op341,2,1201943104.035000,0.059
Default/StridedSlice-op342,2,1201943106.555000,1.201
Default/StridedSlice-op343,2,1201956386.608000,0.545
Default/Pad-op344,2,1201956387.759000,0.432
Default/Cast-op351,2,1201956390.188000,0.064
Default/TransData-op347,2,1201956391.041000,0.284
Default/Cast-op350,2,1201956392.073000,0.889
Default/Conv2D-op346,2,1201956393.238000,0.424
Default/TransData-op353,2,1201956394.149000,0.056
Default/Cast-op291,2,1201956565.618000,0.117
Default/TransData-op286,2,1201956565.862000,0.074
Default/Cast-op290,2,1201956566.082000,0.068
Default/Conv2DBackpropInput-op285,2,1201956566.262000,0.074
Default/Cast-op289,2,1201956566.445000,0.056
Default/TransData-op293,2,1201956566.694000,0.083
Default/Pad-op354,2,1201959383.151000,0.908
Default/StridedSlice-op355,2,1201959387.680000,0.772
Default/Add-op356,2,1201959389.568000,0.063
Default/StridedSlice-op357,2,1201959392.202000,0.745
Default/StridedSlice-op358,2,1201979013.701000,0.605
Default/Pad-op359,2,1201979014.507000,0.743
Default/Cast-op366,2,1201979016.412000,0.072
Default/TransData-op362,2,1201979016.866000,0.191
Default/Cast-op365,2,1201979017.256000,0.176
Default/Conv2D-op361,2,1201979017.582000,0.143
Default/TransData-op368,2,1201979017.918000,0.077
Default/Cast-op291,2,1201979088.955000,0.096
Default/TransData-op286,2,1201979089.642000,0.073
Default/Cast-op290,2,1201979089.867000,0.095
Default/Conv2DBackpropInput-op285,2,1201979090.130000,0.084
Default/Cast-op289,2,1201979090.358000,0.094
Default/TransData-op293,2,1201979090.690000,0.077
Default/Pad-op369,2,1201981945.111000,13.083
Default/StridedSlice-op370,2,1201981970.860000,4.338
Default/Add-op371,2,1201981979.510000,0.063
Default/StridedSlice-op372,2,1201981987.546000,3.049
Default/StridedSlice-op373,2,1201985760.552000,0.62
Default/Pad-op374,2,1201985762.012000,0.455
Default/Cast-op381,2,1201985764.680000,0.063
Default/TransData-op377,2,1201985766.220000,0.118
Default/Cast-op380,2,1201985767.816000,0.051
Default/Conv2D-op376,2,1201985768.685000,0.054
Default/TransData-op383,2,1201985770.204000,0.075
Default/Cast-op291,2,1201986004.261000,0.09
Default/TransData-op286,2,1201986005.669000,0.053
Default/Cast-op290,2,1201986007.038000,0.052
Default/Conv2DBackpropInput-op285,2,1201986008.388000,0.056
Default/Cast-op289,2,1201986009.767000,0.056
Default/TransData-op293,2,1201986011.234000,0.053
Default/Pad-op384,2,1201988793.726000,0.856
Default/StridedSlice-op385,2,1201988795.948000,0.138
Default/Add-op386,2,1201988797.180000,0.062
Default/StridedSlice-op387,2,1201988799.987000,0.479
Default/StridedSlice-op388,2,1201991575.577000,0.55
Default/Pad-op389,2,1201991577.672000,0.487
Default/Cast-op396,2,1201991580.188000,0.063
Default/TransData-op392,2,1201991580.723000,0.122
Default/Cast-op395,2,1201991581.974000,0.08
Default/Conv2D-op391,2,1201991582.859000,0.057
Default/TransData-op398,2,1201991584.503000,0.055
Default/Cast-op291,2,1201991814.491000,0.098
Default/TransData-op286,2,1201991814.706000,0.059
Default/Cast-op290,2,1201991815.467000,0.055
Default/Conv2DBackpropInput-op285,2,1201991815.633000,0.047
Default/Cast-op289,2,1201991815.783000,0.054
Default/TransData-op293,2,1201991816.644000,0.063
Default/Pad-op399,2,1201997562.363000,0.91
Default/StridedSlice-op400,2,1201997566.258000,0.454
Default/Add-op401,2,1201997568.128000,0.081
Default/StridedSlice-op402,2,1201997571.691000,0.767
Default/StridedSlice-op403,2,1202005154.343000,0.608
Default/Pad-op404,2,1202005156.184000,0.867
Default/Cast-op411,2,1202005159.055000,0.099
Default/TransData-op407,2,1202005160.034000,0.126
Default/Cast-op410,2,1202005161.321000,0.053
Default/Conv2D-op406,2,1202005162.516000,0.053
Default/TransData-op413,2,1202005163.441000,0.139
Default/Cast-op291,2,1202005473.900000,0.093
Default/TransData-op286,2,1202005474.446000,0.057
Default/Cast-op290,2,1202005475.547000,0.053
Default/Conv2DBackpropInput-op285,2,1202005476.964000,0.052
Default/Cast-op289,2,1202005477.572000,0.051
Default/TransData-op293,2,1202005479.751000,0.066
Default/Pad-op414,2,1202009574.819000,0.778
Default/StridedSlice-op415,2,1202009578.413000,0.846
Default/Add-op416,2,1202009580.199000,0.06
Default/StridedSlice-op417,2,1202009583.192000,0.85
Default/StridedSlice-op418,2,1202014888.886000,0.43
Default/Pad-op419,2,1202014890.035000,0.336
Default/Cast-op426,2,1202014891.692000,0.068
Default/TransData-op422,2,1202014892.419000,0.132
Default/Cast-op425,2,1202014892.901000,0.054
Default/Conv2D-op421,2,1202014893.296000,0.057
Default/TransData-op428,2,1202014893.560000,0.059
Default/Cast-op291,2,1202014899.108000,0.134
Default/TransData-op286,2,1202014899.404000,0.107
Default/Cast-op290,2,1202014899.684000,0.113
Default/Conv2DBackpropInput-op285,2,1202014899.933000,0.103
Default/Cast-op289,2,1202014900.163000,0.081
Default/TransData-op293,2,1202014900.473000,0.111
Default/Pad-op429,2,1202018316.622000,0.259
Default/StridedSlice-op430,2,1202018317.296000,0.063
Default/Add-op431,2,1202018317.838000,0.051
Default/StridedSlice-op432,2,1202018318.186000,0.113
Default/StridedSlice-op433,2,1202023876.123000,1.267
Default/Pad-op434,2,1202023878.735000,0.718
Default/Cast-op441,2,1202023882.071000,0.062
Default/TransData-op437,2,1202023883.151000,0.121
Default/Cast-op440,2,1202023884.295000,0.057
Default/Conv2D-op436,2,1202023885.663000,0.074
Default/TransData-op443,2,1202023887.102000,0.054
Default/Cast-op291,2,1202023965.208000,0.107
Default/TransData-op286,2,1202023965.456000,0.083
Default/Cast-op290,2,1202023965.664000,0.069
Default/Conv2DBackpropInput-op285,2,1202023965.843000,0.072
Default/Cast-op289,2,1202023966.028000,0.055
Default/TransData-op293,2,1202023966.553000,0.143
Default/Pad-op444,2,1202029116.797000,0.283
Default/StridedSlice-op445,2,1202029117.489000,0.06
Default/Add-op446,2,1202029117.677000,0.056
Default/StridedSlice-op447,2,1202029118.740000,0.603
Default/StridedSlice-op448,2,1202035227.799000,0.201
Default/Pad-op449,2,1202035228.163000,0.103
Default/Cast-op456,2,1202035228.716000,0.064
Default/TransData-op452,2,1202035228.897000,0.113
Default/Cast-op455,2,1202035229.113000,0.05
Default/Conv2D-op451,2,1202035229.258000,0.056
Default/TransData-op458,2,1202035229.459000,0.055
Default/Cast-op291,2,1202035747.154000,0.09
Default/TransData-op286,2,1202035747.676000,0.075
Default/Cast-op290,2,1202035748.503000,0.058
Default/Conv2DBackpropInput-op285,2,1202035748.666000,0.05
Default/Cast-op289,2,1202035748.818000,0.055
Default/TransData-op293,2,1202035749.367000,0.067
Default/Pad-op459,2,1202040739.896000,0.582
Default/StridedSlice-op460,2,1202040743.452000,0.082
Default/Add-op461,2,1202040744.959000,0.056
Default/StridedSlice-op462,2,1202040748.207000,0.754
Default/StridedSlice-op463,2,1202045297.786000,0.604
Default/Pad-op464,2,1202045299.286000,0.472
Default/Cast-op471,2,1202045301.666000,0.068
Default/TransData-op467,2,1202045302.882000,0.129
Default/Cast-op470,2,1202045303.872000,0.071
Default/Conv2D-op466,2,1202045304.761000,0.066
Default/TransData-op473,2,1202045306.034000,0.071
Default/Cast-op291,2,1202045323.679000,0.115
Default/TransData-op286,2,1202045323.940000,0.074
Default/Cast-op290,2,1202045324.150000,0.101
Default/Conv2DBackpropInput-op285,2,1202045324.387000,0.091
Default/Cast-op289,2,1202045324.621000,0.108
Default/TransData-op293,2,1202045324.945000,0.082
Default/Pad-op474,2,1202051109.262000,0.386
Default/StridedSlice-op475,2,1202051111.907000,0.759
Default/Add-op476,2,1202051113.674000,0.118
Default/RealDiv-op478,2,1202051116.097000,0.515
Default/UniformReal-op479,2,1202051118.767000,0.386
Default/Greater-op480,2,1202051120.126000,0.065
Default/RealDiv-op478,2,1202051387.960000,0.094
Default/UniformReal-op481,2,1202052491.703000,0.275
Default/Greater-op482,2,1202052493.072000,0.086
Default/StridedSlice-op483,2,1202053315.508000,0.59
Default/UniformReal-op484,2,1202053319.625000,0.19
Default/Greater-op485,2,1202053321.481000,0.064
Default/RealDiv-op486,2,1202053816.387000,0.849
Default/UniformReal-op487,2,1202053820.802000,0.253
Default/Greater-op488,2,1202053823.125000,0.065
Default/RealDiv-op486,2,1202053928.962000,0.098
Default/UniformReal-op481,2,1202053929.259000,0.197
Default/Greater-op488,2,1202053929.674000,0.093
Default/StridedSlice-op489,2,1202064399.435000,0.232
Default/Cast-op494,2,1202064400.415000,0.256
Default/Tile-op492,2,1202064400.820000,0.18
Default/Cast-op493,2,1202064401.153000,0.612
Default/Identity-op496,2,1202064402.777000,0.522
Default/Cast-op501,2,1202064404.047000,0.231
Default/Tile-op499,2,1202064404.429000,0.102
Default/Cast-op500,2,1202064404.708000,0.354
Default/Stack-op502,2,1202064405.284000,0.25
Default/TensorMove-op503,2,1202064406.180000,0.05
Default/ScatterNdUpdate-op504,2,1202064406.424000,13.078
Default/StridedSlice-op505,2,1202069239.832000,0.305
Default/Cast-op510,2,1202069240.911000,0.233
Default/Tile-op508,2,1202069241.271000,0.075
Default/Cast-op509,2,1202069241.466000,0.309
Default/Identity-op512,2,1202069242.663000,0.34
Default/Cast-op517,2,1202069243.584000,0.184
Default/Tile-op515,2,1202069243.889000,0.091
Default/Cast-op516,2,1202069244.117000,0.6
Default/Stack-op518,2,1202069244.911000,0.129
Default/TensorMove-op519,2,1202069245.208000,0.076
Default/ScatterNdUpdate-op520,2,1202069245.473000,13.154
Default/ReduceSum-op521,2,1202108911.689000,1.257
Default/ReduceSum-op522,2,1202108913.498000,0.164
Default/Cast-op530,2,1202108914.910000,0.167
Default/TransData-op526,2,1202108915.207000,0.181
Default/Cast-op529,2,1202108915.521000,0.201
Default/Conv2D-op525,2,1202108916.145000,0.167
Default/TransData-op532,2,1202108919.170000,0.209
Default/ReLU-op533,2,1202109074.852000,0.159
Default/ReduceMean-op536,2,1202109095.355000,7.461
Default/Sub-op537,2,1202109105.016000,3.619
Default/Square-op538,2,1202109112.459000,5.695
Default/ReduceSum-op539,2,1202109121.227000,5.111
Default/RealDiv-op540,2,1202109129.426000,4.528
Default/Add-op541,2,1202109137.981000,3.661
Default/Sqrt-op542,2,1202109146.442000,4.168
Default/Sub-op543,2,1202109154.804000,0.064
Default/RealDiv-op544,2,1202109160.581000,4.059
Default/Mul-op547,2,1202109180.321000,6.431
Default/Add-op550,2,1202316735.273000,0.511
Default/Cast-op558,2,1202316738.969000,0.417
Default/TransData-op554,2,1202316740.218000,0.706
Default/Cast-op557,2,1202316741.762000,0.461
Default/Conv2D-op553,2,1202316743.766000,0.474
Default/TransData-op560,2,1202316745.179000,0.155
Default/Concat-op561,2,1202316746.887000,0.402
Default/Concat-op562,2,1202316749.240000,0.386
Default/StridedSlice-op563,2,1202316752.559000,0.543
Default/RealDiv-op564,2,1202316754.293000,0.765
Default/StridedSlice-op566,2,1202316758.146000,1.977
Default/RealDiv-op567,2,1202316761.856000,0.063
Default/Concat-op569,2,1202316764.327000,0.794
Default/TransposeNOD-op572,2,1202316767.939000,0.903
Default/RealDiv-op573,2,1202316771.855000,0.748
Default/TransposeNOD-op575,2,1202316776.240000,0.472
Default/RealDiv-op576,2,1202316778.140000,0.437
Default/StridedSlice-op578,2,1202316785.318000,0.558
Default/Add-op579,2,1202337361.068000,2.649
Default/LayerNorm-op580,2,1202337365.147000,0.557
Default/Cast-op584,2,1202337366.542000,0.173
Default/Cast-op585,2,1202337366.986000,0.076
Default/Cast-op586,2,1202337367.364000,0.069
Default/Cast-op588,2,1202337368.137000,0.027
Default/TransData-op591,2,1202337368.634000,0.211
Default/TransData-op590,2,1202337369.369000,0.19
Default/MatMul-op589,2,1202337383.440000,0.108
Default/Cast-op592,2,1202337384.322000,0.149
Default/Add-op593,2,1202337384.676000,0.13
Default/TransData-op597,2,1202337385.094000,0.18
Default/Cast-op599,2,1202337386.106000,0.029
Default/TransData-op602,2,1202337386.284000,0.076
Default/TransData-op601,2,1202337386.546000,0.158
Default/MatMul-op600,2,1202337386.820000,0.064
Default/Cast-op603,2,1202337387.179000,0.081
Default/Add-op604,2,1202337387.414000,0.063
Default/TransData-op608,2,1202337387.707000,0.086
Default/Cast-op599,2,1202337389.452000,0.035
Default/TransData-op602,2,1202337389.651000,0.057
Default/TransData-op601,2,1202337389.999000,0.145
Default/MatMul-op600,2,1202337390.566000,0.112
Default/Cast-op603,2,1202337391.485000,0.064
Default/Add-op604,2,1202337391.697000,0.067
Default/TransData-op608,2,1202337391.949000,0.064
Default/TransposeNOD-op615,2,1202502978.518000,0.846
Default/TransposeNOD-op618,2,1202502982.923000,0.436
Default/TransposeNOD-op621,2,1202502986.441000,0.067
Default/Cast-op623,2,1202502991.431000,0.731
Default/RealDiv-op624,2,1202502993.523000,0.739
Default/RealDiv-op625,2,1202502994.724000,0.724
Default/TransData-op628,2,1202502996.799000,0.443
Default/TransData-op627,2,1202502999.255000,0.793
Default/BatchMatMul-op626,2,1202503001.368000,0.727
Default/Cast-op629,2,1202503003.525000,0.816
Default/Cast-op632,2,1202503006.055000,0.717
Default/Sub-op633,2,1202503008.462000,0.738
Default/Mul-op634,2,1202503011.205000,0.754
Default/TransData-op636,2,1202503012.555000,0.244
Default/Add-op635,2,1202503013.607000,0.343
Default/TransData-op640,2,1202503014.668000,0.596
Default/Softmax-op641,2,1202503015.869000,3.457
Default/Cast-op643,2,1202503021.196000,1.22
Default/TransData-op646,2,1202503023.210000,0.106
Default/TransData-op645,2,1202503024.873000,0.512
Default/BatchMatMul-op644,2,1202503026.132000,0.415
Default/TransData-op652,2,1202684056.881000,0.302
Default/TransposeNOD-op653,2,1202684057.874000,0.576
Default/Cast-op656,2,1202684062.666000,0.076
Default/TransData-op659,2,1202684063.589000,0.114
Default/TransData-op658,2,1202684065.113000,0.191
Default/MatMul-op657,2,1202684066.480000,0.485
Default/Cast-op660,2,1202684070.320000,0.148
Default/Add-op661,2,1202684071.379000,0.102
Default/TransData-op665,2,1202684075.929000,0.093
Default/Cast-op667,2,1202684077.558000,1.104
Default/Add-op668,2,1202684081.114000,2.967
Default/LayerNorm-op669,2,1202684086.185000,0.339
Default/TransposeNOD-op671,2,1202684123.593000,0.885
Default/MatMul-op673,2,1202684192.248000,65.641
Default/BiasAdd-op674,2,1202684258.836000,4.518
Default/ReLU-op676,2,1202684395.618000,26.923
Default/MatMul-op678,2,1202684492.691000,37.766
Default/BiasAdd-op679,2,1202684531.081000,0.252
Default/TransposeNOD-op684,2,1202874351.596000,0.567
Default/Add-op685,2,1202874352.962000,0.083
Default/LayerNorm-op686,2,1202874355.823000,0.261
Default/Cast-op690,2,1202874360.452000,0.075
Default/Cast-op691,2,1202874362.658000,0.081
Default/Cast-op692,2,1202874364.240000,0.07
Default/Cast-op694,2,1202874367.754000,0.027
Default/TransData-op697,2,1202874368.600000,0.065
Default/TransData-op696,2,1202874370.046000,0.119
Default/MatMul-op695,2,1202874371.211000,0.059
Default/Cast-op698,2,1202874374.073000,0.064
Default/Add-op699,2,1202874375.252000,0.068
Default/TransData-op703,2,1202874377.432000,0.073
Default/Cast-op705,2,1202874381.191000,0.027
Default/TransData-op708,2,1202874382.565000,0.077
Default/TransData-op707,2,1202874384.007000,0.107
Default/MatMul-op706,2,1202874385.116000,0.06
Default/Cast-op709,2,1202874387.710000,0.024
Default/Add-op710,2,1202874389.105000,0.062
Default/TransData-op703,2,1202874862.889000,0.116
Default/Cast-op705,2,1202874865.248000,0.026
Default/TransData-op708,2,1202874866.617000,0.06
Default/TransData-op707,2,1202874867.735000,0.131
Default/MatMul-op706,2,1202874869.197000,0.057
Default/Cast-op709,2,1202874871.332000,0.058
Default/Add-op710,2,1202874872.162000,0.055
Default/TransData-op703,2,1202874873.257000,0.066
Default/TransposeNOD-op621,2,1202874874.785000,0.064
Default/TransposeNOD-op618,2,1202875003.044000,0.095
Default/TransposeNOD-op621,2,1202875004.640000,0.074
Default/Cast-op623,2,1202875008.391000,0.08
Default/RealDiv-op624,2,1202875009.886000,0.075
Default/RealDiv-op625,2,1202875011.064000,0.07
Default/TransData-op628,2,1202875011.918000,0.07
Default/TransData-op627,2,1202875013.039000,0.135
Default/BatchMatMul-op626,2,1202875014.527000,0.089
Default/Cast-op629,2,1202875016.047000,0.148
Default/Cast-op632,2,1202875017.524000,0.069
Default/Sub-op633,2,1202875019.623000,0.067
Default/Mul-op634,2,1202875021.728000,0.067
Default/TransData-op636,2,1202875022.889000,0.135
Default/Add-op635,2,1202875024.353000,0.274
Default/TransData-op640,2,1202875025.715000,0.321
Default/Softmax-op641,2,1202875027.292000,3.212
Default/Cast-op643,2,1202875031.465000,0.166
Default/TransData-op646,2,1202875033.023000,0.123
Default/TransData-op645,2,1202875034.519000,0.183
Default/BatchMatMul-op644,2,1202875035.763000,0.072
Default/TransData-op652,2,1202875036.901000,0.063
Default/TransposeNOD-op653,2,1202875037.960000,0.067
Default/Cast-op705,2,1202875040.547000,0.027
Default/TransData-op659,2,1202875041.621000,0.059
Default/TransData-op658,2,1202875043.015000,0.121
Default/MatMul-op657,2,1202875044.455000,0.066
Default/Cast-op709,2,1202875055.005000,0.054
Default/Add-op710,2,1202875062.171000,0.061
Default/TransData-op703,2,1202875072.315000,0.065
Default/Cast-op667,2,1202875083.185000,0.073
Default/Add-op685,2,1202875092.747000,0.077
Default/LayerNorm-op686,2,1202875113.295000,0.24
Default/TransposeNOD-op671,2,1202875124.684000,0.09
Default/MatMul-op673,2,1202875461.126000,52.504
Default/BiasAdd-op674,2,1202875865.907000,0.169
Default/ReLU-op676,2,1202875881.706000,0.118
Default/MatMul-op678,2,1202876686.006000,23.768
Default/BiasAdd-op679,2,1202876731.979000,0.108
Default/TransposeNOD-op684,2,1202876747.741000,0.092
Default/Add-op685,2,1202876762.044000,0.115
Default/LayerNorm-op686,2,1202876784.760000,0.264
Default/Cast-op692,2,1202878171.818000,0.115
Default/Cast-op692,2,1202878188.238000,0.092
Default/Cast-op692,2,1202878190.570000,0.075
Default/Cast-op705,2,1202878192.513000,0.028
Default/TransData-op708,2,1202878193.626000,0.057
Default/TransData-op707,2,1202878193.895000,0.13
Default/MatMul-op706,2,1202878195.343000,0.071
Default/Cast-op709,2,1202878197.471000,0.055
Default/Add-op710,2,1202878239.367000,0.088
Default/TransData-op703,2,1202878241.509000,0.073
Default/Cast-op705,2,1202878243.957000,0.026
Default/TransData-op708,2,1202878245.314000,0.061
Default/TransData-op707,2,1202878246.708000,0.128
Default/MatMul-op706,2,1202878248.131000,0.065
Default/Cast-op709,2,1202878250.241000,0.056
Default/Add-op710,2,1202878251.620000,0.067
Default/TransData-op703,2,1202878309.862000,0.08
Default/Cast-op705,2,1202878312.083000,0.025
Default/TransData-op708,2,1202878313.460000,0.057
Default/TransData-op707,2,1202878314.885000,0.134
Default/MatMul-op706,2,1202878316.347000,0.07
Default/Cast-op709,2,1202878318.459000,0.055
Default/Add-op710,2,1202878319.876000,0.065
Default/TransData-op703,2,1202878321.337000,0.063
Default/TransposeNOD-op621,2,1202878322.000000,0.072
Default/TransposeNOD-op618,2,1202878395.562000,0.098
Default/TransposeNOD-op621,2,1202878407.742000,0.074
Default/Cast-op623,2,1202878411.419000,0.068
Default/RealDiv-op624,2,1202878412.882000,0.087
Default/RealDiv-op625,2,1202878414.380000,0.075
Default/TransData-op628,2,1202878466.589000,0.097
Default/TransData-op627,2,1202878468.043000,0.138
Default/BatchMatMul-op626,2,1202878469.540000,0.087
Default/Cast-op629,2,1202878470.766000,0.158
Default/Cast-op632,2,1202878472.636000,0.083
Default/Sub-op633,2,1202878474.800000,0.077
Default/Mul-op634,2,1202878476.948000,0.071
Default/TransData-op636,2,1202878478.419000,0.14
Default/Add-op635,2,1202878479.891000,0.268
Default/TransData-op640,2,1202878481.232000,0.323
Default/Softmax-op641,2,1202878483.078000,3.199
Default/Cast-op643,2,1202878487.550000,0.148
Default/TransData-op646,2,1202878489.082000,0.117
Default/TransData-op645,2,1202878490.637000,0.183
Default/BatchMatMul-op644,2,1202878492.148000,0.077
Default/TransData-op652,2,1202878493.616000,0.061
Default/TransposeNOD-op653,2,1202878495.004000,0.065
Default/Cast-op705,2,1202878497.605000,0.029
Default/TransData-op659,2,1202878499.012000,0.067
Default/TransData-op658,2,1202878500.178000,0.126
Default/MatMul-op657,2,1202878501.611000,0.068
Default/Cast-op709,2,1202878503.439000,0.066
Default/Add-op710,2,1202878504.562000,0.085
Default/TransData-op703,2,1202878508.764000,0.063
Default/Cast-op667,2,1202878521.016000,0.067
Default/Add-op685,2,1202878527.694000,0.092
Default/LayerNorm-op686,2,1202878548.310000,0.245
Default/TransposeNOD-op671,2,1202878558.995000,0.088
Default/MatMul-op673,2,1202879374.512000,52.449
Default/BiasAdd-op674,2,1202879449.297000,0.149
Default/ReLU-op676,2,1202879462.963000,0.117
Default/MatMul-op678,2,1202879965.735000,23.381
Default/BiasAdd-op679,2,1202880009.175000,0.103
Default/TransposeNOD-op684,2,1202880022.555000,0.09
Default/Add-op685,2,1202880067.997000,0.095
Default/LayerNorm-op686,2,1202880082.290000,0.244
Default/Cast-op692,2,1202881408.229000,0.136
Default/Cast-op692,2,1202881432.793000,0.09
Default/Cast-op692,2,1202881439.138000,0.08
Default/Cast-op705,2,1202881441.436000,0.03
Default/TransData-op708,2,1202881442.365000,0.051
Default/TransData-op707,2,1202881443.313000,0.106
Default/MatMul-op706,2,1202881444.274000,0.056
Default/Cast-op709,2,1202881445.689000,0.06
Default/Add-op710,2,1202881446.996000,0.061
Default/TransData-op703,2,1202881447.930000,0.055
Default/Cast-op705,2,1202881579.576000,0.08
Default/TransData-op708,2,1202881581.061000,0.075
Default/TransData-op707,2,1202881582.505000,0.097
Default/MatMul-op706,2,1202881583.896000,0.059
Default/Cast-op709,2,1202881586.002000,0.047
